description,listing_cat,listing_id,timebank,type,timestamp
New Language,"{57, 7}",2585,uttsou,offer,2019-01-22 00:01:20
Kombucha - Ingredients and instructions,"{2, 20}",2663,uttsou,offer,2019-01-22 00:01:20
Yoghurt,"{2, 20}",2538,uttsou,offer,2019-01-22 00:01:20
Bliss Balls,"{2, 20}",2537,uttsou,offer,2019-01-22 00:01:20
Gourmet Wasabi Peas in Dark Chocolate,"{83, 11}",2662,uttsou,offer,2019-01-22 00:01:20
Help with building raised garden beds,"{9, 71}",2605,uttsou,offer,2019-01-22 00:01:20
"signwriting, chalkboards, murals",{8},941,uttsou,offer,2019-01-22 00:01:20
Catering,"{2, 3, 4, 39, 20, 27}",2158,uttsou,offer,2019-01-22 00:01:20
Natural organic skincare - made to order,"{2, 5, 11, 46, 83, 21}",2313,uttsou,offer,2019-01-22 00:01:20
Knitting lessons,"{8, 64}",691,uttsou,offer,2019-01-22 00:01:20
"Workshop, Exhibition, Music Venue","{86, 34, 4, 38}",2544,uttsou,offer,2019-01-22 00:01:20
"Want to make some changes in your life, but need a little help to get started?","{5, 7, 43, 58, 59}",2143,uttsou,offer,2019-01-22 00:01:20
Would you like to use my waterblaster?,"{9, 71}",2145,uttsou,offer,2019-01-22 00:01:20
Insurance is expensive! Want to get yours sorted but think it's too much hassle or don't know where to start? I can help,"{10, 58, 77, 7}",2142,uttsou,offer,2019-01-22 00:01:20
Yoga for the individual - tuition,"{55, 45, 5, 7}",2322,uttsou,offer,2019-01-22 00:01:20
Lower Hutt Meeting Room Available,"{34, 4, 86, 39}",2385,uttsou,offer,2019-01-22 00:01:20
Volunteer coordination,{4},783,uttsou,offer,2019-01-22 00:01:20
Lyttelton Library of Tools and Things Membership,"{34, 4, 37, 11, 82}",15707,lyttelton,offer,2019-01-22 00:01:20
House and pet sitter,"{25, 2, 22, 23}",15525,lyttelton,offer,2019-01-22 00:01:20
Gift Wrapping Paper,"{8, 67}",15682,lyttelton,offer,2019-01-22 00:01:20
Parsley,"{9, 71}",15678,lyttelton,offer,2019-01-22 00:01:20
Vertical freezer to give away,"{11, 85}",15649,lyttelton,offer,2019-01-22 00:01:20
Crypto currency advice,"{7, 10, 77, 58, 59}",15642,lyttelton,offer,2019-01-22 00:01:20
Willing to share my experience of diabetes.,"{42, 5}",1679,lyttelton,offer,2019-01-22 00:01:20
Farm Outing,{6},8187,lyttelton,offer,2019-01-22 00:01:20
Story telling,{6},8186,lyttelton,offer,2019-01-22 00:01:20
Health & Safety support,"{10, 75, 76}",15191,lyttelton,offer,2019-01-22 00:01:20
Travel guides and info,"{52, 6, 47}",13116,lyttelton,offer,2019-01-22 00:01:20
Sketch your favourite spot,"{8, 67}",15036,lyttelton,offer,2019-01-22 00:01:20
Breastfeeding and infant feeding support,"{60, 7}",15028,lyttelton,offer,2019-01-22 00:01:20
Want to better understand your insurance?,"{81, 10}",5991,ierrasanta,offer,2019-01-22 00:01:20
Available to drive you to airport and/or appointments,"{16, 1, 18, 15}",5990,ierrasanta,offer,2019-01-22 00:01:20
Coffee Urn,"{11, 87}",5987,ierrasanta,offer,2019-01-22 00:01:20
French Conversation,"{57, 7}",5980,ierrasanta,offer,2019-01-22 00:01:20
Guest Bed,"{11, 87}",5978,ierrasanta,offer,2019-01-22 00:01:20
Stand-Up Weeder,"{9, 11, 87, 71}",5977,ierrasanta,offer,2019-01-22 00:01:20
I will accompany you to your Doctor's appointment.,"{44, 5}",5976,ierrasanta,offer,2019-01-22 00:01:20
Care Committee Food Needs,"{2, 20}",5975,ierrasanta,offer,2019-01-22 00:01:20
Rent-a-Man,"{9, 2, 74, 25}",5972,ierrasanta,offer,2019-01-22 00:01:20
Crock Pot For Loan,"{11, 87}",5970,ierrasanta,offer,2019-01-22 00:01:20
A Poem for You Alone,"{8, 63}",5969,ierrasanta,offer,2019-01-22 00:01:20
Vacation pet care,"{2, 23}",5967,ierrasanta,offer,2019-01-22 00:01:20
Computer Training,"{56, 10, 76, 7}",5966,ierrasanta,offer,2019-01-22 00:01:20
Carpool to Poway Steinmart,"{1, 12}",5962,ierrasanta,offer,2019-01-22 00:01:20
Baby Guest?,"{11, 87}",5956,ierrasanta,offer,2019-01-22 00:01:20
Cat Care,{2},4843,ierrasanta,offer,2019-01-22 00:01:20
"Knitted gift card holders. Present your gift card in a ""Gift Cardigan"" to make it unique, stylish, and memorable.","{8, 62}",5936,ierrasanta,offer,2019-01-22 00:01:20
Learn How to Put Together a Trust Book. Organize Account Numbers and Documents in One Place.,"{81, 10, 59, 7}",5930,ierrasanta,offer,2019-01-22 00:01:20
Cooking expertise,"{2, 20}",5925,ierrasanta,offer,2019-01-22 00:01:20
Library Resources,"{60, 55, 7}",5924,ierrasanta,offer,2019-01-22 00:01:20
Short Bike Rides,"{51, 6}",5921,ierrasanta,offer,2019-01-22 00:01:20
Sports,"{1, 18, 51, 6}",5920,ierrasanta,offer,2019-01-22 00:01:20
French for Travelers,"{57, 7}",5917,ierrasanta,offer,2019-01-22 00:01:20
Gifts or Gift Ideas?,"{82, 11}",5916,ierrasanta,offer,2019-01-22 00:01:20
Floral Arrangement,"{8, 25, 2, 67}",5914,ierrasanta,offer,2019-01-22 00:01:20
Graphics Design Help,"{8, 65, 56, 7}",5911,ierrasanta,offer,2019-01-22 00:01:20
Save @ Steinmart in Poway,"{1, 12}",5910,ierrasanta,offer,2019-01-22 00:01:20
Computer Support,"{10, 76}",5909,ierrasanta,offer,2019-01-22 00:01:20
Need Car Washed,"{9, 68}",5906,ierrasanta,offer,2019-01-22 00:01:20
Do you need to borrow medical equipment?,"{25, 2, 11, 87}",5901,ierrasanta,offer,2019-01-22 00:01:20
Restore old Photos,"{8, 65}",5899,ierrasanta,offer,2019-01-22 00:01:20
I have 6 ft tables and chairs,"{6, 9, 74, 11, 49, 87}",5895,ierrasanta,offer,2019-01-22 00:01:20
Computer Assistance for Video Project,"{56, 7}",5893,ierrasanta,offer,2019-01-22 00:01:20
Do you dislike ironing?,"{25, 2}",5889,ierrasanta,offer,2019-01-22 00:01:20
Zoo Entrance and Transportation,"{32, 1, 3, 6, 13, 53}",5888,ierrasanta,offer,2019-01-22 00:01:20
Moving Dolly,"{11, 87}",5887,ierrasanta,offer,2019-01-22 00:01:20
Large Cooler,"{11, 87}",5886,ierrasanta,offer,2019-01-22 00:01:20
Grandchild Visiting? Need a Car Seat?,"{11, 87}",5884,ierrasanta,offer,2019-01-22 00:01:20
Calligraphy,"{2, 8, 10, 75, 25, 62}",5882,ierrasanta,offer,2019-01-22 00:01:20
Gardening,"{9, 71}",5881,ierrasanta,offer,2019-01-22 00:01:20
French Lessons,"{57, 7}",5869,ierrasanta,offer,2019-01-22 00:01:20
Calligraphy Tasks,"{10, 75}",5868,ierrasanta,offer,2019-01-22 00:01:20
Time Bank Helper for Time Bank Members who hate the computer,"{4, 36, 10, 75, 76}",5864,ierrasanta,offer,2019-01-22 00:01:20
Knitting lessons,"{8, 64, 61, 62}",5861,ierrasanta,offer,2019-01-22 00:01:20
Sewing Repairs,"{2, 8, 9, 74, 20, 62}",5859,ierrasanta,offer,2019-01-22 00:01:20
Knitting,"{8, 62}",5858,ierrasanta,offer,2019-01-22 00:01:20
Organize Party or Event,"{25, 2, 6, 49}",5855,ierrasanta,offer,2019-01-22 00:01:20
Rides to the Airport,"{16, 1}",5848,ierrasanta,offer,2019-01-22 00:01:20
Assist with Insurance Benefit Choices & Social Security Questions,"{2, 7, 11, 82, 24, 60}",849,ierrasanta,offer,2019-01-22 00:01:20
Grocery Shopping and Local Errands,"{1, 12}",848,ierrasanta,offer,2019-01-22 00:01:20
Interview Caregivers,{2},3805,ierrasanta,offer,2019-01-22 00:01:20
Respite Care,"{24, 2}",1077,ierrasanta,offer,2019-01-22 00:01:20
Retired Home Health Nurse,"{29, 3, 44, 5}",5832,ierrasanta,offer,2019-01-22 00:01:20
Water Plants,"{9, 71}",5827,ierrasanta,offer,2019-01-22 00:01:20
Home Decorating Ideas,"{25, 2}",5825,ierrasanta,offer,2019-01-22 00:01:20
Typing/Bookkeeping,"{10, 75}",5824,ierrasanta,offer,2019-01-22 00:01:20
Water Plants,"{9, 71}",5823,ierrasanta,offer,2019-01-22 00:01:20
Run Errands,"{1, 12}",5822,ierrasanta,offer,2019-01-22 00:01:20
Friendly support,"{32, 3}",1098,ierrasanta,offer,2019-01-22 00:01:20
Pet Care,"{2, 23}",5821,ierrasanta,offer,2019-01-22 00:01:20
Want to Learn Hand and Foot Card Game?,"{50, 6}",1135,ierrasanta,offer,2019-01-22 00:01:20
Costco Trip,"{1, 12}",5820,ierrasanta,offer,2019-01-22 00:01:20
Delicious Chocolate Chip Cookies,"{2, 20}",891,ierrasanta,offer,2019-01-22 00:01:20
I enjoy reading aloud,"{32, 3, 6, 47}",5819,ierrasanta,offer,2019-01-22 00:01:20
"Transportation to Appts/Errands, etc.","{1, 12, 13, 15}",5816,ierrasanta,offer,2019-01-22 00:01:20
Airport Transportation,"{16, 1}",5812,ierrasanta,offer,2019-01-22 00:01:20
Trying Different Restaurants,"{27, 3}",5811,ierrasanta,offer,2019-01-22 00:01:20
Time Bank Buddy,"{10, 4, 76, 39}",5810,ierrasanta,offer,2019-01-22 00:01:20
Group Projects,"{4, 86}",5809,ierrasanta,offer,2019-01-22 00:01:20
Village Event Transportation,"{1, 13}",5808,ierrasanta,offer,2019-01-22 00:01:20
Shopping and Errands - Local,"{1, 12}",5807,ierrasanta,offer,2019-01-22 00:01:20
Host DVD Party,"{8, 63}",5806,ierrasanta,offer,2019-01-22 00:01:20
Free Museum Passes to the NAT,"{11, 85}",5801,ierrasanta,offer,2019-01-22 00:01:20
Water Plants for Vacation Coverage,"{9, 71}",5798,ierrasanta,offer,2019-01-22 00:01:20
"Chaffeur Services, local and to the airport","{16, 1, 12, 15}",5797,ierrasanta,offer,2019-01-22 00:01:20
Smart Phone Assistance,"{56, 7}",5786,ierrasanta,offer,2019-01-22 00:01:20
Assistance with Microsoft Office,"{56, 10, 76, 7}",5785,ierrasanta,offer,2019-01-22 00:01:20
Handyman-Plumbing,"{73, 9}",5780,ierrasanta,offer,2019-01-22 00:01:20
Handyman-Electrical,"{9, 70}",5779,ierrasanta,offer,2019-01-22 00:01:20
Local Transportation - Pete's Taxi,"{1, 13}",5778,ierrasanta,offer,2019-01-22 00:01:20
Respite care,"{24, 2}",836,ierrasanta,offer,2019-01-22 00:01:20
errands,"{25, 2}",833,ierrasanta,offer,2019-01-22 00:01:20
Local Rides,"{16, 1}",832,ierrasanta,offer,2019-01-22 00:01:20
Digital camera and photography assistance,"{56, 7}",929,ierrasanta,offer,2019-01-22 00:01:20
Touch up and/or enhance old photos,"{56, 7}",928,ierrasanta,offer,2019-01-22 00:01:20
Let Me Be Your Personal Shopper,"{9, 74, 11, 82}",5775,ierrasanta,offer,2019-01-22 00:01:20
Dog/Pet Sitting,"{2, 23}",5773,ierrasanta,offer,2019-01-22 00:01:20
Computer Assistance/Advice,"{56, 7}",5767,ierrasanta,offer,2019-01-22 00:01:20
Nutritional Health Counseling,"{42, 5}",788,westmilford,offer,2019-01-22 00:01:20
Time Bank Photos,"{8, 65, 4, 36}",2044,westmilford,offer,2019-01-22 00:01:20
4 Week Intro to Natural Dyeing,"{64, 7, 8, 55, 62}",262,stannsbay,offer,2019-01-22 00:01:20
Home Visits,"{3, 29}",261,stannsbay,offer,2019-01-22 00:01:20
Knitting and Sewing Help,"{8, 2, 20, 62}",260,stannsbay,offer,2019-01-22 00:01:20
Driving to appointments,"{1, 12, 13, 15}",259,stannsbay,offer,2019-01-22 00:01:20
Haircuts,"{2, 21, 5, 46}",258,stannsbay,offer,2019-01-22 00:01:20
Make phone calls,"{3, 31}",257,stannsbay,offer,2019-01-22 00:01:20
Editing Help,"{7, 10, 81, 54, 59}",252,stannsbay,offer,2019-01-22 00:01:20
Travel Help,"{1, 10, 76, 14}",250,stannsbay,offer,2019-01-22 00:01:20
Pick up and Delivery,"{1, 12}",10,stannsbay,offer,2019-01-22 00:01:20
Phone Calls,"{3, 31}",230,stannsbay,offer,2019-01-22 00:01:20
Errands,"{1, 12, 13}",229,stannsbay,offer,2019-01-22 00:01:20
Editing help,"{59, 60, 7}",227,stannsbay,offer,2019-01-22 00:01:20
Traveling to Baddeck,"{1, 12}",226,stannsbay,offer,2019-01-22 00:01:20
Phone Calls,"{3, 31}",224,stannsbay,offer,2019-01-22 00:01:20
Baking and Cooking,"{2, 4, 20, 86}",217,stannsbay,offer,2019-01-22 00:01:20
Computer Problems,"{56, 10, 76, 7}",216,stannsbay,offer,2019-01-22 00:01:20
baking and cooking,"{2, 4, 73, 9, 20, 86}",214,stannsbay,offer,2019-01-22 00:01:20
travelling to sydney wed.3rd,"{1, 12}",213,stannsbay,offer,2019-01-22 00:01:20
errands drive north river/baddeck/sydney,"{1, 12, 13}",209,stannsbay,offer,2019-01-22 00:01:20
Phone Chats,"{3, 31}",208,stannsbay,offer,2019-01-22 00:01:20
Crafts,"{8, 62}",204,stannsbay,offer,2019-01-22 00:01:20
Chats/Phone Calls,"{3, 31}",203,stannsbay,offer,2019-01-22 00:01:20
Bake,"{9, 2, 20, 74}",199,stannsbay,offer,2019-01-22 00:01:20
Errands,"{1, 12, 13}",198,stannsbay,offer,2019-01-22 00:01:20
"Yard work,gardening","{9, 4, 86, 71}",196,stannsbay,offer,2019-01-22 00:01:20
"Cooking, Dancing and Computer Support","{2, 6, 10, 76, 48, 20}",190,stannsbay,offer,2019-01-22 00:01:20
Errands,"{1, 12}",109,stannsbay,offer,2019-01-22 00:01:20
Seniors Coffee Social,"{27, 3, 4, 86}",185,stannsbay,offer,2019-01-22 00:01:20
Business Support,"{81, 10, 79}",32,stannsbay,offer,2019-01-22 00:01:20
Errands,"{1, 12}",31,stannsbay,offer,2019-01-22 00:01:20
Team projects,"{4, 86}",72,stannsbay,offer,2019-01-22 00:01:20
Pick up for errands/appointments,"{1, 12, 15}",62,stannsbay,offer,2019-01-22 00:01:20
Shopping,"{1, 18, 12}",30,stannsbay,offer,2019-01-22 00:01:20
Cooking,"{2, 20}",28,stannsbay,offer,2019-01-22 00:01:20
Translation,"{57, 7}",110,stannsbay,offer,2019-01-22 00:01:20
Help organize events,"{4, 86}",63,stannsbay,offer,2019-01-22 00:01:20
Team projects,"{33, 4, 6, 49, 86}",180,stannsbay,offer,2019-01-22 00:01:20
Gardening,"{9, 71}",74,stannsbay,offer,2019-01-22 00:01:20
Home Visits,"{3, 29}",105,stannsbay,offer,2019-01-22 00:01:20
Provide transportation,"{1, 12, 13, 15}",107,stannsbay,offer,2019-01-22 00:01:20
Cooking,"{2, 20}",125,stannsbay,offer,2019-01-22 00:01:20
Group Projects,"{4, 86}",124,stannsbay,offer,2019-01-22 00:01:20
Home visits and phone calls,"{3, 29, 31}",71,stannsbay,offer,2019-01-22 00:01:20
Chainsaw Safety Instruction,"{4, 39, 7, 9, 74, 55}",48,stannsbay,offer,2019-01-22 00:01:20
Home visit.,"{2, 6, 50, 20, 24}",176,stannsbay,offer,2019-01-22 00:01:20
Traveling to Sydney and North Sydney frequently,"{1, 12, 15}",121,stannsbay,offer,2019-01-22 00:01:20
Homemade sourdough bread,"{2, 20}",165,stannsbay,offer,2019-01-22 00:01:20
"Cooking, cleaning, laundry, organizing, errands, administration.","{1, 2, 12, 20, 23}",150,stannsbay,offer,2019-01-22 00:01:20
Group Activities,"{9, 4, 86, 71}",161,stannsbay,offer,2019-01-22 00:01:20
Errands,"{1, 12, 15}",160,stannsbay,offer,2019-01-22 00:01:20
Need help figuring out anything with your timebank account?,"{56, 4, 36, 7}",157,stannsbay,offer,2019-01-22 00:01:20
Writing/editing services.,"{7, 10, 79, 81, 59}",79,stannsbay,offer,2019-01-22 00:01:20
Community event volunteer.,"{34, 4, 37, 86}",84,stannsbay,offer,2019-01-22 00:01:20
Pet sitting/care.,"{2, 23}",80,stannsbay,offer,2019-01-22 00:01:20
Home visits.,"{24, 2, 3, 29}",83,stannsbay,offer,2019-01-22 00:01:20
Transportation/errands.,"{1, 18, 12, 15}",82,stannsbay,offer,2019-01-22 00:01:20
Gardening help.,"{34, 4, 71, 9, 86}",81,stannsbay,offer,2019-01-22 00:01:20
time to be a companion,"{5, 46}",28,kaikoura,offer,2019-01-22 00:01:20
Offer: Want help with your Bank Checkbook/Statements or Budgeting?,"{7, 10, 77, 58, 59}",5266,mainetime,offer,2019-01-22 00:01:20
Organizing,"{9, 95}",5759,mainetime,offer,2019-01-22 00:01:20
Food gleaning and distribution,"{9, 71}",5758,mainetime,offer,2019-01-22 00:01:20
Transportation,"{1, 12, 13, 15}",5760,mainetime,offer,2019-01-22 00:01:20
Transfer funds to other timebank account,"{4, 36, 39}",5828,mainetime,offer,2019-01-22 00:01:20
"Do you know an amputee, or do you have physical limitations? We can help in so many ways!","{4, 5, 38, 7, 44, 54}",5827,mainetime,offer,2019-01-22 00:01:20
want to play some music?,"{8, 64, 63}",3100,mainetime,offer,2019-01-22 00:01:20
need help typing computer documents?,"{10, 75}",940,mainetime,offer,2019-01-22 00:01:20
using Facebook,"{56, 7}",2646,mainetime,offer,2019-01-22 00:01:20
live music for events,"{8, 63}",1057,mainetime,offer,2019-01-22 00:01:20
"Italian tutoring, Spanish tutoring","{64, 7, 8, 57, 61}",5803,mainetime,offer,2019-01-22 00:01:20
Training to be a member of our TimeBank Team,"{4, 36}",1062,mainetime,offer,2019-01-22 00:01:20
"FREE Bed, Bath and Beyond store coupons - no expiration date","{11, 85}",5101,mainetime,offer,2019-01-22 00:01:20
"Cooking Lessons, Advice and Tips By CindyD","{2, 5, 7, 42, 59, 92}",3580,mainetime,offer,2019-01-22 00:01:20
"Reiki Drumming sessions, classes and healing work","{40, 41, 100, 5}",5721,mainetime,offer,2019-01-22 00:01:20
Herbal Tarot reading for personal growth,"{40, 5}",1241,mainetime,offer,2019-01-22 00:01:20
Adult reading and literacy,"{59, 7}",1244,mainetime,offer,2019-01-22 00:01:20
Assist families with long term care decisions,"{5, 46}",1200,mainetime,offer,2019-01-22 00:01:20
"Worker's Compensation and Disabilty Determination Services, non-medical advice","{41, 5}",4731,mainetime,offer,2019-01-22 00:01:20
"Wellness Consultation (no diagnosis or treatment), Homeopathy, Nutrition,Vitamins, supplements","{40, 5}",4728,mainetime,offer,2019-01-22 00:01:20
SAT/ACT Test preparation Tutoring,"{59, 7}",5649,mainetime,offer,2019-01-22 00:01:20
Services available from Hour Exchange Portland,"{4, 5, 39, 11, 46, 82}",3165,mainetime,offer,2019-01-22 00:01:20
Clutter Clearing / Home Organization,"{2, 71, 9, 22, 25}",3173,mainetime,offer,2019-01-22 00:01:20
Social Justice Pool - Give When You Can,"{34, 4}",1207,mainetime,offer,2019-01-22 00:01:20
X'Tract Lymphatic Bodywork Session,"{40, 5}",5672,mainetime,offer,2019-01-22 00:01:20
CAT (Conscious Awareness Training) Class for Groups,"{2, 5, 7, 40, 55, 25}",5643,mainetime,offer,2019-01-22 00:01:20
CAT (Conscious Awareness Training) Session for Individuals,"{2, 5, 7, 40, 55, 25}",5641,mainetime,offer,2019-01-22 00:01:20
Hands on healing,"{40, 5}",5054,mainetime,offer,2019-01-22 00:01:20
Stained glass lessons,{8},2842,mainetime,offer,2019-01-22 00:01:20
Math Tutoring,"{59, 7}",5630,mainetime,offer,2019-01-22 00:01:20
Bookkeeping,"{10, 77}",5193,mainetime,offer,2019-01-22 00:01:20
Photography Services,"{8, 65}",5497,mainetime,offer,2019-01-22 00:01:20
Group Projects,"{34, 4}",1206,mainetime,offer,2019-01-22 00:01:20
Fun Fund: Give to Help Others Have Some Fun,"{49, 6}",1216,mainetime,offer,2019-01-22 00:01:20
For the Giving: Organizational Support,"{34, 4}",988,mainetime,offer,2019-01-22 00:01:20
Music for Events,"{8, 67, 63}",971,mainetime,offer,2019-01-22 00:01:20
Painting Expertise and Color Consulting,"{59, 55, 7}",5309,mainetime,offer,2019-01-22 00:01:20
Legal Services,"{10, 78}",4713,mainetime,offer,2019-01-22 00:01:20
Advice,"{60, 7}",8,newzealand,offer,2019-01-22 00:01:20
benovol,"{1, 5, 7, 41, 17, 57}",39,bfredericton,offer,2019-01-22 00:01:20
Your surplus fruit preserved for charity,"{2, 34, 4, 20}",2622,urunui,offer,2019-01-22 00:01:20
bus driving / long distance driving / companion driver,"{16, 1, 18, 14}",2721,urunui,offer,2019-01-22 00:01:20
Pump-it Up! Pumpkin Growing Competition,"{9, 35, 4, 71}",2728,urunui,offer,2019-01-22 00:01:20
Heritage tomato plants available,"{9, 178, 172, 71}",2724,urunui,offer,2019-01-22 00:01:20
hydro therapy pool ride,"{5, 6, 43, 11, 51, 85}",2717,urunui,offer,2019-01-22 00:01:20
Outdoor art excursions,"{8, 61}",2714,urunui,offer,2019-01-22 00:01:20
Giving Family Respite While They Care for Their Loved Ones,"{24, 2, 3, 29}",2526,urunui,offer,2019-01-22 00:01:20
Physio therapy for people who have experienced breast cancer,"{5, 6, 40, 43, 53}",2705,urunui,offer,2019-01-22 00:01:20
Bookkeeping Services,"{81, 10, 77}",2684,urunui,offer,2019-01-22 00:01:20
Help with house renovations,"{9, 69}",2681,urunui,offer,2019-01-22 00:01:20
legal history,"{218, 219, 223}",2674,urunui,offer,2019-01-22 00:01:20
Pottery group,"{8, 62}",2672,urunui,offer,2019-01-22 00:01:20
Hawarden Waikari Walking Group,"{226, 225, 218, 3}",2659,urunui,offer,2019-01-22 00:01:20
Walking companionship,"{226, 225, 218, 3}",2650,urunui,offer,2019-01-22 00:01:20
Marketing advice for large and small businesses,"{10, 79}",2612,urunui,offer,2019-01-22 00:01:20
Guitar for beginners,"{8, 64, 59, 7}",2487,urunui,offer,2019-01-22 00:01:20
Proof reading/editing/mentoring,"{10, 7}",1485,urunui,offer,2019-01-22 00:01:20
Community Chest Donation Hours,"{4, 36}",692,urunui,offer,2019-01-22 00:01:20
Garden training,"{9, 93, 97, 71}",1124,mcs1stopindy,offer,2019-01-22 00:01:20
Tutoring/Educational Workshops,"{64, 7, 8, 55, 59}",1071,mcs1stopindy,offer,2019-01-22 00:01:20
Ameteur gardener,"{97, 37, 4, 93}",1098,mcs1stopindy,offer,2019-01-22 00:01:20
Photographer,"{65, 67, 6, 8, 49}",1120,mcs1stopindy,offer,2019-01-22 00:01:20
Tips on conducting background checks,"{80, 10, 60, 7}",1110,mcs1stopindy,offer,2019-01-22 00:01:20
Tools to loan,"{112, 89, 109}",1109,mcs1stopindy,offer,2019-01-22 00:01:20
Companionship of various forms,"{27, 32, 3, 29}",1094,mcs1stopindy,offer,2019-01-22 00:01:20
Help TimeBank Indianapolis excel,"{113, 130, 117, 121}",1093,mcs1stopindy,offer,2019-01-22 00:01:20
Private bedroom in shared apartment for rent,"{81, 9, 10, 74}",1092,mcs1stopindy,offer,2019-01-22 00:01:20
Tutoring for various subjects for various abilities,"{59, 7}",1082,mcs1stopindy,offer,2019-01-22 00:01:20
"Branding, Logo, Graphics, Marketing strategy","{10, 79}",1085,mcs1stopindy,offer,2019-01-22 00:01:20
